2018-10-18 09:44:17.412,195.1GB,200GB
2018-10-18 09:44:24.819,195.1GB,200GB
2018-10-19 14:37:54.009,190.5GB,200GB
2018-10-19 17:05:19.780,90.3GB,200GB
2018-10-19 18:18:09.652,19.2GB,200GB
